;;Winner Rank Points;prev_rank;perc;;;
2017;Cing Yang Meng;9;(null);(null);;;
2017;Claire Liu;2256;138;1534.78%;;;
2017;Clara Burel;0;0;(null);;;
2017;Clara Tauson;0;(null);(null);;;
2017;Claudia Coppola;0;54;-100.00%;;;
2017;Claudia Franze;23;14;64.29%;;;
2017;Claudia Gaspar;0;(null);(null);;;
2017;Claudia Giovine;855;2511;-65.95%;;;
2017;Claudia Hoste Ferrer;259;4;6375.00%;;;
2017;Claudia Williams;3;6;-50.00%;;;
2017;Clemence Fayol;694;458;51.53%;;;
2017;Clement Geens;936;2179;-57.04%;;;
2017;Clothilde De Bernardi;860;411;109.25%;;;
2017;Coco Vandeweghe;52886;26631;98.59%;;;
2017;Colin Sinclair;4;(null);(null);;;
2017;Collin Altamirano;24;(null);(null);;;
2017;Connor Farren;36;15;140.00%;;;
2017;Conny Perrin;12174;7532;61.63%;;;
2017;Constance Sibille;0;16;-100.00%;;;
2017;Constant Lestienne;2614;6258;-58.23%;;;
2017;Corentin Denolly;230;(null);(null);;;
2017;Corentin Moutet;4175;102;3993.14%;;;
2017;Corina Mader;0;(null);(null);;;
2017;Corinna Dentoni;272;2025;-86.57%;;;
2017;Cornelia Lister;790;600;31.67%;;;
2017;Corrado Summaria;10;2;400.00%;;;
2017;Costanza Pera;0;(null);(null);;;
2017;Costanza Traversi;0;(null);(null);;;
2017;Cristian Garin;5239;3609;45.16%;;;
2017;Cristian Rodriguez;632;219;188.58%;;;
2017;Cristiana Ferrando;2842;2900;-2.00%;;;
2017;Cristina Adamescu;567;897;-36.79%;;;
2017;Cristina Andreea Mitu;1702;8154;-79.13%;;;
2017;Cristina Bucsa;975;250;290.00%;;;
2017;Cristina Dinu;5803;7323;-20.76%;;;
2017;Cristina Ene;1729;2232;-22.54%;;;
2017;Cristina Mayorova Bakhtina;0;(null);(null);;;
2017;Csenge Furak;0;(null);(null);;;
2017;Csilla Argyelan;9;326;-97.24%;;;
2017;Da Hye Kim;0;(null);(null);;;
2017;Dabin Kim;227;229;-0.87%;;;
2017;Dagmar Dudlakova;0;0;(null);;;
2017;Daiana Negreanu;1088;2031;-46.43%;;;
2017;Dalila Jakupovic;11706;9853;18.81%;;;
2017;Dalila Said;11;21;-47.62%;;;
2017;Dalila Spiteri;544;114;377.19%;;;
2017;Dalma Galfi;7906;6689;18.19%;;;
2017;Damir Dzumhur;28533;17964;58.83%;;;
2017;Damon Gooch;4;71;-94.37%;;;
2017;Dan Ni Wang;62;70;-11.43%;;;
2017;Dana Kremer;987;593;66.44%;;;
2017;Dane Propoggia;30;(null);(null);;;
2017;Daniel Altmaier;1956;75;2508.00%;;;
2017;Daniel Appelgren;11;61;-81.97%;;;
2017;Daniel Brands;3748;11357;-67.00%;;;
2017;Daniel Cukierman;18;50;-64.00%;;;
2017;Daniel Dutra Da Silva;483;553;-12.66%;;;
2017;Daniel Elahi Galan;3987;2822;41.28%;;;
2017;Daniel Evans;7298;17183;-57.53%;;;
2017;Daniel Gimeno Traver;447;13761;-96.75%;;;
2017;Daniel Masur;2362;3962;-40.38%;;;
2017;Daniel Munoz de la Nava;1993;4328;-53.95%;;;
2017;Daniel Nguyen;1769;4093;-56.78%;;;
2017;Daniel Nolan;134;74;81.08%;;;
2017;Daniela Hantuchova;1883;6414;-70.64%;;;
2017;Daniela Macarena Lopez;0;0;(null);;;
2017;Daniela Schippers;0;(null);(null);;;
2017;Daniela Seguel;8138;8779;-7.30%;;;
2017;Daniela Vismane;31;0;(null);;;
2017;Daniela Vukovic;3;0;(null);;;
2017;Daniele Capecchi;17;94;-81.91%;;;
2017;Daniele Spinnato;5;2;150.00%;;;
2017;Daniella Dimitrova;0;(null);(null);;;
2017;Daniella Silva;0;(null);(null);;;
2017;Danielle Lao;4929;1994;147.19%;;;
2017;Danielle Rose Collins;10294;1066;865.67%;;;
2017;Daniiar Duldaev;37;9;311.11%;;;
2017;Daniil Medvedev;11916;17106;-30.34%;;;
2017;Danilo Petrovic;4158;3153;31.87%;;;
2017;Danka Kovinic;11764;22725;-48.23%;;;
2017;Danny Thomas;18;(null);(null);;;
2017;Danylo Kalenichenko;266;80;232.50%;;;
2017;Daria Gavrilova;57260;35833;59.80%;;;
2017;Daria Kruzhkova;1478;69;2042.03%;;;
2017;Daria Kuczer;0;(null);(null);;;
2017;Daria Lodikova;915;452;102.43%;;;
2017;Daria Mironova;8;0;(null);;;
2017;Daria Nazarkina;50;0;(null);;;
2017;Daria Snigur;0;(null);(null);;;
2017;Daria Solovyeva;4;0;(null);;;
2017;Darian King;8485;7029;20.71%;;;
2017;Dariya Detkovskaya;3;0;(null);;;
2017;Darren K Polkinghorne;24;10;140.00%;;;
2017;Darya Kasatkina;37771;41164;-8.24%;;;
2017;Dasha Ivanova;686;683;0.44%;;;
2017;David Agung Susanto;29;(null);(null);;;
2017;David Ferrer;13830;38680;-64.25%;;;
2017;David Fleming;4;(null);(null);;;
2017;David Goffin;114470;66065;73.27%;;;
2017;David Guez;303;2732;-88.91%;;;
2017;David Marrero;0;(null);(null);;;
2017;David Nguyen;4;(null);(null);;;
2017;David O'Hare;0;0;(null);;;
2017;David Pichler;422;281;50.18%;;;
2017;David Poljak;69;(null);(null);;;
2017;David Souto;9;(null);(null);;;
2017;David Vega Hernandez;531;(null);(null);;;
2017;Davide Galoppini;84;33;154.55%;;;
2017;Davide Pontoglio;12;10;20.00%;;;
2017;Dayana Yastremska;3002;452;564.16%;;;
2017;Dayne Kelly;1233;1342;-8.12%;;;
2017;Dea Herdzelas;2350;1772;32.62%;;;
2017;Deborah Chiesa;5465;1424;283.78%;;;
2017;Deborah Kerfs;1081;2242;-51.78%;;;
2017;Deiton Baughman;124;215;-42.33%;;;
2017;Dejana Radanovic;6200;1038;497.30%;;;
2017;Dekel Bar;138;(null);(null);;;
2017;Delfina Glorioso;0;(null);(null);;;
2017;Denis Istomin;15027;11665;28.82%;;;
2017;Denis Kudla;10593;12297;-13.86%;;;
2017;Denis Matsukevitch;102;99;3.03%;;;
2017;Denis Shapovalov;11619;1628;613.70%;;;
2017;Denis Yevseyev;164;12;1266.67%;;;
2017;Denisa Allertova;12144;14367;-15.47%;;;
2017;Denisa Hindova;0;(null);(null);;;
2017;Denise Antonela Stoica;42;6;600.00%;;;
2017;Deniz Khazaniuk;4691;4942;-5.08%;;;
2017;Deniza Marcinkevica;0;(null);(null);;;
2017;Dennis Nevolo;624;1040;-40.00%;;;
2017;Dennis Novak;957;4692;-79.60%;;;
2017;Dennis Novikov;6535;10339;-36.79%;;;
2017;Denys Molchanov;1103;1745;-36.79%;;;
2017;Desirae Krawczyk;22;0;(null);;;
2017;Despina Papamichail;2837;2198;29.07%;;;
2017;Destanee Aiava;7629;584;1206.34%;;;
2017;Dewi Dijkman;0;4;-100.00%;;;
2017;Dhruthi Tatachar Venugopal;387;709;-45.42%;;;
2017;Di Wu;5116;9068;-43.58%;;;
2017;Di Zhao;28;1279;-97.81%;;;
2017;Dia Evtimova;2096;1661;26.19%;;;
2017;Diae El Jardi;0;0;(null);;;
2017;Diana Demidova;0;(null);(null);;;
2017;Diana Marcinkevica;5627;2909;93.43%;;;
2017;Diana Maria Mihail;11;0;(null);;;
2017;Diana Shevchenko;0;16;-100.00%;;;
2017;Diana Sumova;595;276;115.58%;;;
2017;Diego Schwartzman;35570;23479;51.50%;;;
2017;Dimitar Kuzmanov;1303;1783;-26.92%;;;
2017;Dinah Pfizenmaier;0;(null);(null);;;
2017;Dino Marcan;15;38;-60.53%;;;
2017;Divij Sharan;0;18;-100.00%;;;
2017;Dmitry Popko;4018;5972;-32.72%;;;
2017;Dmitry Surchenko;0;9;-100.00%;;;
2017;Dmitry Tursunov;290;55;427.27%;;;
2017;Do Hee Bae;0;(null);(null);;;
2017;Doga Selen Takunyaci;3;0;(null);;;
2017;Dolores Molina Portela;0;(null);(null);;;
2017;Domenika Turkovic;0;(null);(null);;;
2017;Dominic Thiem;56190;76895;-26.93%;;;
2017;Dominik Kellovsky;106;113;-6.19%;;;
2017;Dominik Koepfer;3179;170;1770.00%;;;
2017;Dominik Suc;2;12;-83.33%;;;
2017;Dominika Cibulkova;87630;100820;-13.08%;;;
2017;Dominique Karregat;126;26;384.62%;;;
2017;Dominique Schaefer;36;0;(null);;;
2017;Donald Young;11841;19346;-38.79%;;;
2017;Donna Vekic;27718;18523;49.64%;;;
2017;Donnaroza Gouvernante;0;0;(null);;;
2017;Dorian Descloix;5;(null);(null);;;
2017;Dorian Tomaz Janezic;0;(null);(null);;;
2017;Doroteja Eric;37;478;-92.26%;;;
2017;Dostanbek Tashbulatov;0;(null);(null);;;
2017;Draginja Vukovic;114;0;(null);;;
2017;Dragos Constantin Ignat;6;24;-75.00%;;;
2017;Dragos Dima;861;343;151.02%;;;
2017;Duck Hee Lee;9422;9423;-0.01%;;;
2017;Dudi Sela;15891;21000;-24.33%;;;
2017;Dunja Stamenkovic;0;(null);(null);;;
2017;Dusan Lajovic;16885;15583;8.36%;;;
2017;Dustin Brown;12902;20519;-37.12%;;;
2017;Dzmitry Zhyrmont;509;3019;-83.14%;;;
2017;Ebru Zeynep Yazgan;0;(null);(null);;;
2017;Edan Leshem;2256;933;141.80%;;;
2017;Eden Silva;863;174;395.98%;;;
2017;Edoardo Eremin;660;3196;-79.35%;;;
2017;Eduarda Piai;334;79;322.78%;;;
2017;Eduardo Dischinger;24;78;-69.23%;;;
2017;Eduardo Struvay;638;3340;-80.90%;;;
2017;Edward Bourchier;15;(null);(null);;;
2017;Edward Corrie;2731;2371;15.18%;;;
2017;Egor Gerasimov;5753;4404;30.63%;;;
2017;Ekaterina Alexandrova;21169;11883;78.15%;;;
2017;Ekaterina Kazionova;1068;398;168.34%;;;
2017;Ekaterina Kholopenko;0;(null);(null);;;
2017;Ekaterina Klyueva;3;11;-72.73%;;;
2017;Ekaterina Makarova;28039;38163;-26.53%;;;
2017;Ekaterina Ovcharenko;0;0;(null);;;
2017;Ekaterina Shalimova;0;(null);(null);;;
2017;Ekaterina Vishnevskaya;30;0;(null);;;
2017;Ekaterina Yashina;756;767;-1.43%;;;
2017;Ekaterine Gorgodze;4169;3604;15.68%;;;
2017;Elaine Genovese;6;0;(null);;;
2017;Elba Kasum;0;(null);(null);;;
2017;Eleanor Dean;0;0;(null);;;
2017;Elena Bogdan;214;219;-2.28%;;;
2017;Elena Bovina;268;(null);(null);;;
2017;Elena Gabriela Ruse;6358;3057;107.98%;;;
2017;Elena Malygina;0;0;(null);;;
2017;Elena Milovanovic;0;(null);(null);;;
2017;Elena Rybakina;601;348;72.70%;;;
2017;Elena Teodora Cadar;432;1105;-60.90%;;;
2017;Elena Vesnina;45199;32686;38.28%;;;
2017;Eleni Christofi;0;(null);(null);;;
2017;Eleni Daniilidou;10;157;-93.63%;;;
2017;Eleni Kordolaimi;2124;1386;53.25%;;;
2017;Eleonora Molinaro;225;12;1775.00%;;;
2017;Elias Ymer;7919;13210;-40.05%;;;
2017;Eliessa Vanlangendonck;700;198;253.54%;;;
2017;Elina Nepliy;39;20;95.00%;;;
2017;Elina Svitolina;164680;80642;104.21%;;;
2017;Elina Vikhryanova;32;8;300.00%;;;
2017;Elisabeth Chantraine;0;0;(null);;;
2017;Elisabetta Cocciaretto;0;(null);(null);;;
2017;Elise Mertens;37894;17026;122.57%;;;
2017;Elitsa Kostova;7907;9852;-19.74%;;;
2017;Elixane Lechemia;2468;2159;14.31%;;;
2017;Elizaveta Ianchuk;1730;2441;-29.13%;;;
2017;Elizaveta Kulichkova;7292;7829;-6.86%;;;
2017;Ella Husrefovic;0;(null);(null);;;
2017;Ella Taylor;15;0;(null);;;
2017;Ellen Allgurin;59;(null);(null);;;
2017;Ellen Perez;1233;100;1133.00%;;;
2017;Ellie Douglas;0;(null);(null);;;
2017;Ellie Halbauer;1760;2473;-28.83%;;;
2017;Elliot Benchetrit;311;(null);(null);;;
2017;Elmar Ejupovic;53;31;70.97%;;;
2017;Elyne Boeykens;1540;4033;-61.82%;;;
2017;Elyse Lavender;0;0;(null);;;
2017;Elysia Bolton;0;(null);(null);;;
2017;Emeline Dartron;0;(null);(null);;;
2017;Emilia Dejonckheere;0;(null);(null);;;
2017;Emiliana Arango;419;86;387.21%;;;
2017;Emilie Elde;0;(null);(null);;;
2017;Emilie Francati;746;491;51.93%;;;
2017;Emilie Lindh Gallagher;0;(null);(null);;;
2017;Emilio Gomez;1844;5565;-66.86%;;;
2017;Emily Appleton;244;258;-5.43%;;;
2017;Emily Arbuthnott;292;683;-57.25%;;;
2017;Emily Casteleyn;0;(null);(null);;;
2017;Emily Fanning;0;(null);(null);;;
2017;Emily Seibold;30;12;150.00%;;;
2017;Emily Webley Smith;586;77;661.04%;;;
2017;Emina Bektas;2172;192;1031.25%;;;
2017;Emma Hurst;19;69;-72.46%;;;
2017;Emma Lene;104;17;511.76%;;;
2017;Emma Navarro;0;(null);(null);;;
2017;Emma Nurgazieva;0;(null);(null);;;
2017;Emmanouela Antonakis;0;(null);(null);;;
2017;Emmanuelle Girard;62;84;-26.19%;;;
2017;Emmanuelle Salas;17;191;-91.10%;;;
2017;En Shuo Liang;0;(null);(null);;;
2017;Ena Kajevic;0;21;-100.00%;;;
2017;Ena Shibahara;5;(null);(null);;;
2017;Enola Chiesa;0;(null);(null);;;
2017;Enrico Dalla Valle;22;(null);(null);;;
2017;Enrique Lopez Perez;2013;7121;-71.73%;;;
2017;Enzo Wallart;0;0;(null);;;
2017;Eri Hozumi;8979;7346;22.23%;;;
2017;Eric Johnson;36;132;-72.73%;;;
2017;Eric Quigley;589;2472;-76.17%;;;
2017;Eric Samuelsson;0;(null);(null);;;
2017;Erik Crepaldi;144;1971;-92.69%;;;
2017;Erika Drozd Pereira;17;4;325.00%;;;
2017;Erika Sema;4491;2311;94.33%;;;
2017;Erin Richardson;0;(null);(null);;;
2017;Erin Routliffe;95;0;(null);;;
2017;Erina Hayashi;316;0;(null);;;
2017;Ernesto Escobedo;9201;8861;3.84%;;;
2017;Ernests Gulbis;1502;5122;-70.68%;;;
2017;Erwin Troebinger;0;(null);(null);;;
2017;Esteban Bruna;14;3;366.67%;;;
2017;Estelle Cascino;1955;989;97.67%;;;
2017;Estrella Cabeza Candela;1625;325;400.00%;;;
2017;Eudice Wong Chong;373;12;3008.33%;;;
2017;Eugenia Camacho;0;(null);(null);;;
2017;Eugenia Ganga;8;0;(null);;;
2017;Eugenie Bouchard;9956;31798;-68.69%;;;
2017;Eunhye Lee;0;(null);(null);;;
2017;Eva Alexandrova;0;(null);(null);;;
2017;Eva Guerrero Alvarez;248;181;37.02%;;;
2017;Eva Lys;0;(null);(null);;;
2017;Eva Marie Voracek;0;0;(null);;;
2017;Eva Siskova;31;23;34.78%;;;
2017;Eva Zagorac;26;103;-74.76%;;;
2017;Evan Furness;183;12;1425.00%;;;
2017;Evan King;4192;860;387.44%;;;
2017;Evan Song;181;(null);(null);;;
2017;Evan Zhu;18;(null);(null);;;
2017;Evelyne Christelle Atticia Tiron;0;(null);(null);;;
2017;Evgenii Tiurnev;772;69;1018.84%;;;
2017;Evgeniya Burdina;0;(null);(null);;;
2017;Evgeniya Rodina;18377;21513;-14.58%;;;
2017;Evgeny Donskoy;21069;19370;8.77%;;;
2017;Evgeny Karlovskiy;2352;994;136.62%;;;
2017;Evgeny Korolev;1;(null);(null);;;
2017;Fabian Penzkofer;0;(null);(null);;;
2017;Fabiano De Paula;212;94;125.53%;;;
2017;Fabien Reboul;313;82;281.71%;;;
2017;Fabio Fognini;26420;18360;43.90%;;;
2017;Fabio Mercuri;1;(null);(null);;;
2017;Fabricio Neis;42;311;-86.50%;;;
2017;Facundo Arguello;1359;4404;-69.14%;;;
2017;Facundo Bagnis;10832;33988;-68.13%;;;
2017;Facundo Mena;1140;1724;-33.87%;;;
2017;Fajing Sun;196;120;63.33%;;;
2017;Fang Hsien Wu;0;(null);(null);;;
2017;Fang Ying Xun;4075;1755;132.19%;;;
2017;Fangzhou Liu;13865;12050;15.06%;;;
2017;Fanny Ostlund;1136;950;19.58%;;;
2017;Fanny Stollar;4236;1578;168.44%;;;
2017;Farah Yasser Abd El Wahab;17;0;(null);;;
2017;Farrukh Dustov;0;2881;-100.00%;;;
2017;Fatma Al Nabhani;1969;3142;-37.33%;;;
2017;Federica Arcidiacono;758;467;62.31%;;;
2017;Federica Bilardo;497;82;506.10%;;;
2017;Federica Di Sarra;413;0;(null);;;
2017;Federica Prati;112;178;-37.08%;;;
2017;Federico Coria;4194;1499;179.79%;;;
2017;Federico Delbonis;19661;18335;7.23%;;;
2017;Federico Gaio;3345;6206;-46.10%;;;
2017;Federico Zeballos;391;114;242.98%;;;
2017;Feliciano Lopez;21410;33825;-36.70%;;;
2017;Felipe Mantilla;181;161;12.42%;;;
2017;Felipe Ramirez Luna;0;(null);(null);;;
2017;Felix Auger Aliassime;5172;25;20588.00%;;;
2017;Felix Corwin;4;(null);(null);;;
2017;Fernanda Brito;5564;4837;15.03%;;;
2017;Fernando Romboli;37;988;-96.26%;;;
2017;Fernando Verdasco;24475;16515;48.20%;;;
2017;Ferny Angeles Paz;0;(null);(null);;;
2017;Filip Horansky;1559;1620;-3.77%;;;
2017;Filip Krajinovic;24373;7810;212.07%;;;
2017;Filip Peliwo;2870;1261;127.60%;;;
2017;Filipp Kekercheni;39;84;-53.57%;;;
2017;Filippo Baldi;418;56;646.43%;;;
2017;Finn Bass;0;(null);(null);;;
2017;Finn Tearney;342;466;-26.61%;;;
2017;Fiona Codino;87;256;-66.02%;;;
2017;Fiona Ferro;4072;4781;-14.83%;;;
2017;Fiona Ganz;10;0;(null);;;
2017;Flavia Guimaraes Bueno;23;35;-34.29%;;;
2017;Flavio Cipolla;0;1067;-100.00%;;;
2017;Florencia Rossi;0;0;(null);;;
2017;Florian Fallert;29;(null);(null);;;
2017;Florian Mayer;8643;15453;-44.07%;;;
2017;Fran Zvonimir Zgombic;14;(null);(null);;;
2017;Frances Altick;18;33;-45.45%;;;
2017;Frances Tiafoe;13043;17480;-25.38%;;;
2017;Francesca Bullani;45;0;(null);;;
2017;Francesca Di Lorenzo;2663;1000;166.30%;;;
2017;Francesca Fusinato;0;13;-100.00%;;;
2017;Francesca Jones;218;4;5350.00%;;;
2017;Francesca Schiavone;10994;9255;18.79%;;;
2017;Francesca Sella;122;68;79.41%;;;
2017;Francesco Ferrari;13;(null);(null);;;
2017;Francisca Jorge;69;0;(null);;;
2017;Franco Agamenone;238;188;26.60%;;;
2017;Franco Emanuel Egea;66;48;37.50%;;;
2017;Francoise Abanda;7871;5761;36.63%;;;
2017;Frank Dancevic;1127;4232;-73.37%;;;
2017;Franko Skugor;5407;7849;-31.11%;;;
2017;Franziska Koenig;0;(null);(null);;;
2017;Franziska Kommer;16;0;(null);;;
2017;Fred Simonsson;76;189;-59.79%;;;
2017;Frederico Ferreira Silva;627;2394;-73.81%;;;
2017;Frederico Gil;129;(null);(null);;;
2017;Frederik Nielsen;1533;2966;-48.31%;;;
2017;Freya Christie;1228;2060;-40.39%;;;
2017;Gabor Borsos;128;(null);(null);;;
2017;Gabriela Ana Maria Davidescu;0;(null);(null);;;
2017;Gabriela Ce;2104;1924;9.36%;;;
2017;Gabriela Dabrowski;1333;174;666.09%;;;
2017;Gabriela Duca;221;31;612.90%;;;
2017;Gabriela Horackova;337;186;81.18%;;;
2017;Gabriela Nicole Tatarus;113;43;162.79%;;;
2017;Gabriela Pantuckova;2219;6469;-65.70%;;;
2017;Gabriela Talaba;97;119;-18.49%;;;
2017;Gabriela Van De Graaf;3;11;-72.73%;;;
2017;Gabriella Da Silva Fick;23;(null);(null);;;
2017;Gabriella Taylor;2994;1829;63.70%;;;
2017;Gabrielle Smith;0;(null);(null);;;
2017;Gael Monfils;20990;51025;-58.86%;;;
2017;Gaelle Desperrier;0;(null);(null);;;
2017;Gaia Sanesi;2067;349;492.26%;;;
2017;Gaia Squarcialupi;0;0;(null);;;
2017;Gail Brodsky;0;(null);(null);;;
2017;Galina Voskoboeva;864;918;-5.88%;;;
2017;Ganna Poznikhirenko;3995;1349;196.15%;;;
2017;Garbine Muguruza;160439;155171;3.39%;;;
2017;Gastao Elias;20350;22801;-10.75%;;;
2017;Gavin Van Peperzeel;285;975;-70.77%;;;
2017;Gebriela Mihaylova;58;0;(null);;;
2017;Gemma Heath;0;0;(null);;;
2017;Genaro Alberto Olivieri;230;(null);(null);;;
2017;Genevieve Lorbergs;73;(null);(null);;;
2017;Geoffrey Blancaneaux;150;153;-1.96%;;;
2017;George Tsivadze;21;(null);(null);;;
2017;George Von Massow;170;255;-33.33%;;;
2017;Georgia Andreea Craciun;2019;62;3156.45%;;;
2017;Georgia Brescia;8185;1776;360.87%;;;
2017;Georgia Drummy;0;(null);(null);;;
2017;Georgina Garcia Perez;8244;4521;82.35%;;;
2017;Gerald Melzer;18031;26188;-31.15%;;;
2017;Gerard Granollers;192;1739;-88.96%;;;
2017;Gergana Topalova;15;0;(null);;;
2017;Germain Gigounon;182;3076;-94.08%;;;
2017;Ghazal Pakbaten;0;(null);(null);;;
2017;Giada Clerici;82;0;(null);;;
2017;Gian Marco Moroni;81;17;376.47%;;;
2017;Gianluca Di Nicola;560;36;1455.56%;;;
2017;Gianluca Mager;2330;4648;-49.87%;;;
2017;Gianluigi Quinzi;3964;1976;100.61%;;;
2017;Gianni Mina;637;440;44.77%;;;
2017;Gibril Diarra;42;353;-88.10%;;;
2017;Gilles Muller;19590;26175;-25.16%;;;
2017;Gilles Simon;14380;29405;-51.10%;;;
2017;Giorgia Marchetti;1406;288;388.19%;;;
2017;Giorgia Pinto;19;5;280.00%;;;
2017;Giorgia Testa;21;0;(null);;;
2017;Giorgie Jones;3;(null);(null);;;
2017;Giorgio Portaluri;4;0;(null);;;
2017;Giorgio Ricca;11;(null);(null);;;
2017;Giovanna Tomita;19;(null);(null);;;
2017;Giovanni Fonio;34;0;(null);;;
2017;Giovanni Lapentti;43;1266;-96.60%;;;
2017;Giulia Carbonaro;0;(null);(null);;;
2017;Giulia Crescenzi;0;0;(null);;;
2017;Giulia Gatto Monticone;6099;2571;137.22%;;;
2017;Giulia Guidetti;0;0;(null);;;
2017;Giulia Morlet;0;(null);(null);;;
2017;Giulia Pairone;0;0;(null);;;
2017;Giuliana Olmos;1395;52;2582.69%;;;
2017;Gleb Sakharov;7655;1297;490.21%;;;
2017;Gloria Ceschi;0;(null);(null);;;
2017;Go Soeda;12040;18894;-36.28%;;;
2017;Goncalo Falcao;4;(null);(null);;;
2017;Goncalo Oliveira;3404;204;1568.63%;;;
2017;Gonzalo Escobar;1613;1777;-9.23%;;;
2017;Gonzalo Lama;999;6533;-84.71%;;;
2017;Gonzalo Villanueva;66;182;-63.74%;;;
2017;Gozal Ainitdinova;1595;898;77.62%;;;
2017;Grace Min;4023;14039;-71.34%;;;
2017;Greetje Minnen;572;2613;-78.11%;;;
2017;Greg Jones;236;754;-68.70%;;;
2017;Grega Zemlja;2519;11866;-78.77%;;;
2017;Gregoire Barrere;551;5397;-89.79%;;;
2017;Gregoire Jacq;498;710;-29.86%;;;
2017;Greta Arn;614;(null);(null);;;
2017;Grigor Dimitrov;68500;25545;168.15%;;;
2017;Grigoriy Lomakin;2;0;(null);;;
2017;Grzegorz Panfil;14;206;-93.20%;;;
2017;Guadalupe Perez Rojas;207;1374;-84.93%;;;
2017;Guido Andreozzi;9501;18156;-47.67%;;;
2017;Guido Pella;19570;7434;163.25%;;;
2017;Guilherme Clezar;5828;6693;-12.92%;;;
2017;Guillermina Naya;505;44;1047.73%;;;
2017;Guillermo Duran;10;(null);(null);;;
2017;Guillermo Garcia Lopez;18928;16630;13.82%;;;
2017;Guillermo Olaso;46;(null);(null);;;
2017;Guillermo Rivera Aranguiz;23;214;-89.25%;;;
2017;Guiomar Maristany Zuleta De Reales;946;7;13414.29%;;;
2017;Gyulnara Nazarova;0;21;-100.00%;;;
2017;Haine Ogata;0;(null);(null);;;
2017;Hamid Reza Nadaf;0;(null);(null);;;
2017;Hanna Chang;1350;184;633.70%;;;
2017;Hanna Sokal;0;(null);(null);;;
2017;Hans Hach Verdugo;23;49;-53.06%;;;
2017;Hans Podlipnik Castillo;164;3478;-95.28%;;;
2017;Hanyu Guo;3281;903;263.34%;;;
2017;Hao Chen Tang;431;218;97.71%;;;
2017;Hao Wu;1;7;-85.71%;;;
2017;Harmony Tan;2819;2115;33.29%;;;
2017;Harri Heliovaara;0;40;-100.00%;;;
2017;Harriet Dart;3005;1839;63.40%;;;
2017;Harry Bourchier;17;(null);(null);;;
2017;Haruka Kaji;3689;166;2122.29%;;;
2017;Haruna Arakawa;266;88;202.27%;;;
2017;Haydn Lewis;0;(null);(null);;;
2017;Hayley Carter;0;(null);(null);;;
2017;Heather Watson;16344;20089;-18.64%;;;
2017;Helene Pellicano;25;(null);(null);;;
2017;Helene Scholsen;2616;1775;47.38%;;;
2017;Henri Laaksonen;19745;16941;16.55%;;;
2017;Hernan Casanova;137;828;-83.45%;;;
2017;Himari Sato;0;(null);(null);;;
2017;Hiroki Moriya;4297;7954;-45.98%;;;
2017;Hiroko Kuwata;6207;6186;0.34%;;;
2017;Hiroyasu Ehara;328;79;315.19%;;;
2017;Ho Ching Wu;11;11;0.00%;;;
2017;Hong Chung;62;156;-60.26%;;;
2017;Hong Kit Jack Wong;15;(null);(null);;;
2017;Horacio Zeballos;20296;26836;-24.37%;;;
2017;Hortencia Birnbaumer;0;3;-100.00%;;;
2017;Hoyeon Nor;0;(null);(null);;;
2017;Hsien Yin Peng;0;0;(null);;;
2017;Hsin Yuan Shih;0;5;-100.00%;;;
2017;Hua Chen Lee;300;0;(null);;;
2017;Hubert Hurkacz;5163;2196;135.11%;;;
2017;Hugo Dellien;1548;(null);(null);;;
2017;Hugo Di Feo;2;3;-33.33%;;;
2017;Hugo Grenier;1107;236;369.07%;;;
2017;Hugo Minda;0;(null);(null);;;
2017;Hugo Nys;2296;1171;96.07%;;;
2017;Hulya Esen;4;12;-66.67%;;;
2017;Hunter Callahan;30;36;-16.67%;;;
2017;Hyeon Chung;20812;14485;43.68%;;;
2017;Hyojung Yea;11;24;-54.17%;;;
2017;I Hsuan Cho;27;36;-25.00%;;;
2017;Ida Jarlskog;68;28;142.86%;;;
2017;Iesha Shepherd;0;0;(null);;;
2017;Iga Swiatek;210;0;(null);;;
2017;Igor Sijsling;433;11016;-96.07%;;;
2017;Igor Zelenay;0;5;-100.00%;;;
2017;Ikram Rassif;0;(null);(null);;;
2017;Ilay Yoruk;11;0;(null);;;
2017;Ilija Vucic;18;176;-89.77%;;;
2017;Illya Marchenko;5860;15651;-62.56%;;;
2017;Ilona Kremen;425;526;-19.20%;;;
2017;Ilya Ivashka;6541;7674;-14.76%;;;
2017;Ilya Vasilyev;298;(null);(null);;;
2017;Ina Kaufinger;0;14;-100.00%;;;
2017;Ines Ibbou;184;64;187.50%;;;
2017;Ines Mesquita;4;4;0.00%;;;
2017;Ines Murta;985;981;0.41%;;;
2017;Ingrid Gamarra Martins;62;52;19.23%;;;
2017;Ingrid Neel;42;90;-53.33%;;;
2017;Inigo Cervantes Huegun;3238;21026;-84.60%;;;
2017;Ioana Diana Pietroiu;631;1036;-39.09%;;;
2017;Ioana Gaspar;209;(null);(null);;;
2017;Ioana Gheorghita;0;0;(null);;;
2017;Ioana Loredana Rosca;11;1667;-99.34%;;;
2017;Ioana Minca;27;0;(null);;;
2017;Ipek Oz;394;8;4825.00%;;;
2017;Ipek Soylu;8537;11591;-26.35%;;;
2017;Irene Burillo Escorihuela;1698;1845;-7.97%;;;
2017;Irina Camelia Begu;30012;34860;-13.91%;;;
2017;Irina Cantos Siemers;3;(null);(null);;;
2017;Irina Falconi;8385;11365;-26.22%;;;
